round,client_id,eval_loss,eval_acc,avg_loss,avg_acc
1,0,1.9716897904872894,0.5,,
1,9,2.014449805021286,0.5148514851485149,,
1,7,2.1140596866607666,0.46226415094339623,,
1,5,2.0263116359710693,0.43956043956043955,,
1,10,2.1434345841407776,0.36,,
1,3,2.098644971847534,0.375,,
1,8,1.985493580500285,0.53125,,
1,1,1.990748107433319,0.5544554455445545,,
1,2,2.081421434879303,0.4036697247706422,,
1,6,2.0907415747642517,0.3269230769230769,,
1,4,2.077130138874054,0.49019607843137253,,
1,12,1.9985519647598267,0.44339622641509435,,
1,18,2.0030234257380166,0.5,,
1,15,1.9430964291095734,0.5252525252525253,,
1,19,2.056818187236786,0.4095238095238095,,
1,16,2.0384342670440674,0.46808510638297873,,
1,13,1.994766394297282,0.43157894736842106,,
1,17,1.9485244750976562,0.5742574257425742,,
1,11,2.001122236251831,0.43617021276595747,,
1,14,2.0589292645454407,0.5204081632653061,,
1,avg,,,2.032975401874777,0.4624624624624625
2,0,0.46277128905057907,0.8571428571428571,,
2,1,0.46593961119651794,0.8910891089108911,,
2,3,1.0482995361089706,0.7019230769230769,,
2,4,0.5175764411687851,0.8921568627450981,,
2,8,0.5593280692895254,0.8229166666666666,,
2,7,1.9891420006752014,0.6132075471698113,,
2,6,0.9450512677431107,0.7019230769230769,,
2,9,0.597911886870861,0.8613861386138614,,
2,2,1.6284412890672684,0.6605504587155964,,
2,10,1.7284334599971771,0.65,,
2,5,1.6012880404790242,0.6593406593406593,,
2,16,0.5616735517978668,0.8404255319148937,,
2,13,0.4561452766259511,0.8947368421052632,,
2,15,0.5039891451597214,0.8383838383838383,,
2,17,0.5403172969818115,0.8811881188118812,,
2,18,0.47301869591077167,0.8723404255319149,,
2,12,0.5269717425107956,0.9339622641509434,,
2,11,0.49043463667233783,0.8936170212765957,,
2,14,0.4642955884337425,0.8877551020408163,,
2,19,0.7472566515207291,0.7238095238095238,,
2,avg,,,0.8230689162693601,0.8023023023023023
3,1,0.2110387645661831,0.9504950495049505,,
3,9,0.3398544490337372,0.8811881188118812,,
3,8,0.3436600863933563,0.9166666666666666,,
3,10,1.8480943739414215,0.7,,
3,3,0.8181518092751503,0.8461538461538461,,
3,6,0.6989621967077255,0.8076923076923077,,
3,5,1.6279863119125366,0.7362637362637363,,
3,14,0.26839444413781166,0.9285714285714286,,
3,13,0.2645220508178075,0.9157894736842105,,
3,16,0.4667417109012604,0.9361702127659575,,
3,0,0.24687029980123043,0.9183673469387755,,
3,7,2.2438469231128693,0.660377358490566,,
3,2,1.7141890972852707,0.7431192660550459,,
3,4,0.3230370506644249,0.9215686274509803,,
3,18,0.26771753033002216,0.925531914893617,,
