round,client_id,eval_loss,eval_acc,avg_loss,avg_acc
1,2,1.6712908446788788,0.5321100917431193,,
1,3,1.7858641743659973,0.5480769230769231,,
1,9,1.6205094456672668,0.6336633663366337,,
1,1,1.7028150260448456,0.6138613861386139,,
1,7,1.6387828290462494,0.5566037735849056,,
1,0,1.5500998795032501,0.5714285714285714,,
1,6,1.834364116191864,0.40384615384615385,,
1,10,1.670734018087387,0.56,,
1,8,1.7020867665608723,0.5208333333333334,,
1,4,1.6330397129058838,0.5686274509803921,,
1,5,1.6711876392364502,0.5384615384615384,,
1,19,1.7603674232959747,0.5238095238095238,,
1,11,1.640464464823405,0.5957446808510638,,
1,17,1.6859358251094818,0.6039603960396039,,
1,13,1.632675290107727,0.5578947368421052,,
1,15,1.6229972541332245,0.5252525252525253,,
1,12,1.6753266751766205,0.5660377358490566,,
1,18,1.6552911202112834,0.5531914893617021,,
1,14,1.5236330032348633,0.6428571428571429,,
1,16,1.678100307782491,0.5531914893617021,,
1,avg,,,1.6688763441435288,0.5580580580580581
2,5,0.44441426793734234,0.8571428571428571,,
2,2,0.3138006590306759,0.908256880733945,,
2,0,0.3929319567978382,0.8469387755102041,,
2,4,0.2936205826699734,0.8921568627450981,,
2,10,0.26982004195451736,0.94,,
2,7,0.27298810333013535,0.9433962264150944,,
2,1,0.3320176601409912,0.9207920792079208,,
2,8,0.4469405512015025,0.8645833333333334,,
2,6,0.8887211382389069,0.6923076923076923,,
2,3,0.7918008491396904,0.75,,
2,9,0.3867432698607445,0.8811881188118812,,
2,16,0.5455980400244395,0.9042553191489362,,
2,11,0.2922789454460144,0.9042553191489362,,
2,17,0.41081617772579193,0.9108910891089109,,
2,15,0.5244686380028725,0.8585858585858586,,
2,14,0.42750442028045654,0.8979591836734694,,
2,18,0.31619975964228314,0.9148936170212766,,
2,19,0.5137884356081486,0.819047619047619,,
2,12,0.38131481781601906,0.9150943396226415,,
2,13,0.3597168227036794,0.9157894736842105,,
2,avg,,,0.4312465010117025,0.8763763763763763
3,7,0.18919283896684647,0.9528301886792453,,
3,0,0.21554993093013763,0.9183673469387755,,
3,1,0.13704405911266804,0.9603960396039604,,
3,4,0.17731922771781683,0.9411764705882353,,
3,8,0.2674466520547867,0.9166666666666666,,
3,5,0.2125643789768219,0.9120879120879121,,
3,9,0.1308404952287674,0.9603960396039604,,
3,3,0.7923154979944229,0.8653846153846154,,
3,10,0.1177727160975337,0.98,,
3,6,0.6253960207104683,0.8365384615384616,,
3,2,0.1524774134159088,0.9357798165137615,,
3,12,0.21008549071848392,0.9433962264150944,,
3,19,0.3743271129205823,0.8380952380952381,,
3,18,0.14004930605491003,0.9574468085106383,,
3,16,0.41750694066286087,0.9361702127659575,,
3,14,0.2504510469734669,0.9183673469387755,,
3,15,0.4059445858001709,0.898989898989899,,
3,13,0.18165493508179983,0.9473684210526315,,
3,17,0.19588664919137955,0.9702970297029703,,
3,11,0.19205271701018015,0.925531914893617,,
3,avg,,,0.2707657249954218,0.9254254254254254
