round,client_id,eval_loss,eval_acc,avg_loss,avg_acc
1,3,1.8799240291118622,0.5,,
1,7,1.7649931907653809,0.6981132075471698,,
1,5,1.7677572965621948,0.6593406593406593,,
1,4,1.8400631248950958,0.6274509803921569,,
1,1,1.7856829464435577,0.5148514851485149,,
1,6,1.9614301323890686,0.5,,
1,8,1.756347934405009,0.6458333333333334,,
1,0,1.7060140669345856,0.5306122448979592,,
1,9,1.7506090998649597,0.6336633663366337,,
1,10,1.8160661160945892,0.6,,
1,2,1.7992335259914398,0.6146788990825688,,
1,19,1.8403857946395874,0.6,,
1,13,1.7729601860046387,0.5894736842105263,,
1,18,1.7673135201136272,0.6063829787234043,,
1,17,1.7493784129619598,0.6435643564356436,,
1,15,1.744164764881134,0.6060606060606061,,
1,14,1.74245023727417,0.6020408163265306,,
1,16,1.7595836718877156,0.6382978723404256,,
1,11,1.7769847710927327,0.5957446808510638,,
1,12,1.7724286317825317,0.6320754716981132,,
1,avg,,,1.7888205840432887,0.6016016016016016
2,5,0.48021559913953143,0.8351648351648352,,
2,8,0.4640448788801829,0.8645833333333334,,
2,1,0.346710741519928,0.9108910891089109,,
2,13,0.38566142320632935,0.9263157894736842,,
2,10,0.3695671819150448,0.9,,
2,16,0.5202632347742716,0.8936170212765957,,
2,4,0.3281274251639843,0.9215686274509803,,
2,6,0.9292119890451431,0.7019230769230769,,
2,9,0.3577940985560417,0.900990099009901,,
2,11,0.42201881607373554,0.8936170212765957,,
2,7,0.44062329828739166,0.8490566037735849,,
2,3,0.7884111106395721,0.7884615384615384,,
2,0,0.4139475002884865,0.8673469387755102,,
2,18,0.34257298707962036,0.925531914893617,,
2,14,0.4029156342148781,0.8571428571428571,,
2,2,0.4777137488126755,0.8623853211009175,,
2,19,0.6651670187711716,0.7619047619047619,,
2,12,0.43185029923915863,0.8962264150943396,,
2,15,0.49111828207969666,0.8585858585858586,,
2,17,0.5093872621655464,0.9207920792079208,,
2,avg,,,0.48067697244865676,0.8658658658658659
3,2,0.2394176609814167,0.944954128440367,,
3,8,0.22900029520193735,0.9166666666666666,,
3,6,0.8148079589009285,0.7788461538461539,,
3,5,0.3068685084581375,0.8901098901098901,,
3,9,0.27727025002241135,0.9207920792079208,,
3,1,0.15792454034090042,0.9306930693069307,,
3,3,0.5484938621520996,0.8461538461538461,,
3,10,0.15889371559023857,0.93,,
3,0,0.19209271855652332,0.9183673469387755,,
3,7,0.16351922042667866,0.9528301886792453,,
3,4,0.17410745285451412,0.9313725490196079,,
3,11,0.18889508644739786,0.925531914893617,,
3,16,0.39097654819488525,0.9361702127659575,,
3,12,0.21054764091968536,0.9339622641509434,,
3,14,0.18548794463276863,0.9591836734693877,,
3,18,0.2013490746418635,0.9574468085106383,,
